Product ID,ProductNumber,ProductSubCategoryID,Product Name
41,FUR-BO-10004218,1,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order"
42,FUR-BO-10004357,1,O'Sullivan Living Dimensions 3-Shelf Bookcases
43,FUR-BO-10004360,1,Rush Hierlooms Collection Rich Wood Bookcases
44,FUR-BO-10004409,1,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray"
45,FUR-BO-10004467,1,Bestar Classic Bookcase
46,FUR-BO-10004690,1,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase
47,FUR-BO-10004695,1,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine
48,FUR-BO-10004709,1,"Bush Westfield Collection Bookcases, Medium Cherry Finish"
49,FUR-BO-10004834,1,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish"
50,FUR-CH-10000015,2,Hon Multipurpose Stacking Arm Chairs
51,FUR-CH-10000155,2,Global Comet Stacking Armless Chair
52,FUR-CH-10000225,2,"Global Geo Office Task Chair, Gray"
53,FUR-CH-10000229,2,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs
54,FUR-CH-10000309,2,Global Comet Stacking Arm Chair
55,FUR-CH-10000422,2,Global Highback Leather Tilter in Burgundy
56,FUR-CH-10000454,2,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back"
57,FUR-CH-10000513,2,High-Back Leather Manager's Chair
58,FUR-CH-10000553,2,"Metal Folding Chairs, Beige, 4/Carton"
59,FUR-CH-10000595,2,Safco Contoured Stacking Chairs
60,FUR-CH-10000665,2,"Global Airflow Leather Mesh Back Chair, Black"
61,FUR-CH-10000749,2,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms
62,FUR-CH-10000785,2,Global Ergonomic Managers Chair
63,FUR-CH-10000847,2,Global Executive Mid-Back Manager's Chair
64,FUR-CH-10000863,2,Novimex Swivel Fabric Task Chair
65,FUR-CH-10000988,2,Hon Olson Stacker Stools
66,FUR-CH-10001146,2,"Global Value Mid-Back Manager's Chair, Gray"
67,FUR-CH-10001190,2,Global Deluxe High-Back Office Chair in Storm
68,FUR-CH-10001215,2,Global Troy Executive Leather Low-Back Tilter
69,FUR-CH-10001270,2,Harbour Creations Steel Folding Chair
70,FUR-CH-10001394,2,Global Leather Executive Chair
71,FUR-CH-10001482,2,Office Star - Mesh Screen back chair with Vinyl seat
72,FUR-CH-10001545,2,Hon Comfortask Task/Swivel Chairs
73,FUR-CH-10001708,2,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back
74,FUR-CH-10001714,2,"Global Leather & Oak Executive Chair, Burgundy"
75,FUR-CH-10001797,2,"Safco Chair Connectors, 6/Carton"
76,FUR-CH-10001802,2,Hon Every-Day Chair Series Swivel Task Chairs
77,FUR-CH-10001854,2,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat
78,FUR-CH-10001891,2,Global Deluxe Office Fabric Chairs
79,FUR-CH-10001973,2,Office Star Flex Back Scooter Chair with White Frame
80,FUR-CH-10002017,2,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair
81,FUR-CH-10002024,2,HON 5400 Series Task Chairs for Big and Tall
82,FUR-CH-10002044,2,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum"
83,FUR-CH-10002073,2,Hon Olson Stacker Chairs
84,FUR-CH-10002084,2,Hon Mobius Operator's Chair
85,FUR-CH-10002126,2,Hon Deluxe Fabric Upholstered Stacking Chairs
86,FUR-CH-10002304,2,"Global Stack Chair without Arms, Black"
87,FUR-CH-10002317,2,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs
88,FUR-CH-10002320,2,Hon Pagoda Stacking Chairs
89,FUR-CH-10002331,2,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms
90,FUR-CH-10002335,2,Hon GuestStacker Chair
91,FUR-CH-10002372,2,Office Star - Ergonomically Designed Knee Chair
92,FUR-CH-10002439,2,"Iceberg Nesting Folding Chair, 19w x 6d x 43h"
93,FUR-CH-10002602,2,DMI Arturo Collection Mission-style Design Wood Chair
94,FUR-CH-10002647,2,"Situations Contoured Folding Chairs, 4/Set"
95,FUR-CH-10002758,2,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back"
96,FUR-CH-10002774,2,"Global Deluxe Stacking Chair, Gray"
97,FUR-CH-10002780,2,Office Star - Task Chair with Contemporary Loop Arms
98,FUR-CH-10002880,2,"Global High-Back Leather Tilter, Burgundy"
99,FUR-CH-10002961,2,"Leather Task Chair, Black"
100,FUR-CH-10002965,2,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black"
101,FUR-CH-10003061,2,"Global Leather Task Chair, Black"
102,FUR-CH-10003199,2,Office Star - Contemporary Task Swivel Chair
103,FUR-CH-10003298,2,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal"
104,FUR-CH-10003312,2,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs
105,FUR-CH-10003379,2,Global Commerce Series High-Back Swivel/Tilt Chairs
106,FUR-CH-10003396,2,Global Deluxe Steno Chair
107,FUR-CH-10003535,2,"Global Armless Task Chair, Royal Blue"
108,FUR-CH-10003606,2,SAFCO Folding Chair Trolley
109,FUR-CH-10003746,2,Hon 4070 Series Pagoda Round Back Stacking Chairs
110,FUR-CH-10003761,2,Global Italian Leather Office Chair
111,FUR-CH-10003774,2,"Global Wood Trimmed Manager's Task Chair, Khaki"
112,FUR-CH-10003817,2,"Global Value Steno Chair, Gray"
113,FUR-CH-10003833,2,Novimex Fabric Task Chair
114,FUR-CH-10003846,2,Hon Valutask Swivel Chairs
115,FUR-CH-10003956,2,Novimex High-Tech Fabric Mesh Task Chair
116,FUR-CH-10003968,2,Novimex Turbo Task Chair
117,FUR-CH-10003973,2,GuestStacker Chair with Chrome Finish Legs
118,FUR-CH-10003981,2,Global Commerce Series Low-Back Swivel/Tilt Chairs
119,FUR-CH-10004063,2,Global Deluxe High-Back Manager's Chair
120,FUR-CH-10004086,2,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs
121,FUR-CH-10004218,2,"Global Fabric Manager's Chair, Dark Gray"
122,FUR-CH-10004287,2,SAFCO Arco Folding Chair
123,FUR-CH-10004289,2,Global Super Steno Chair
124,FUR-CH-10004477,2,"Global Push Button Manager's Chair, Indigo"
125,FUR-CH-10004495,2,"Global Leather and Oak Executive Chair, Black"
126,FUR-CH-10004540,2,Global Chrome Stack Chair
127,FUR-CH-10004626,2,Office Star Flex Back Scooter Chair with Aluminum Finish Frame
128,FUR-CH-10004675,2,"Lifetime Advantage Folding Chairs, 4/Carton"
129,FUR-CH-10004698,2,"Padded Folding Chairs, Black, 4/Carton"
130,FUR-CH-10004754,2,"Global Stack Chair with Arms, Black"
131,FUR-CH-10004853,2,"Global Manager's Adjustable Task Chair, Storm"
132,FUR-CH-10004860,2,Global Low Back Tilter Chair
133,FUR-CH-10004875,2,Harbour Creations 67200 Series Stacking Chairs
134,FUR-CH-10004886,2,Bevis Steel Folding Chairs
135,FUR-CH-10004983,2,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms
136,FUR-CH-10004997,2,Hon Every-Day Series Multi-Task Chairs
137,FUR-FU-10000010,3,"DAX Value U-Channel Document Frames, Easel Back"
138,FUR-FU-10000023,3,Eldon Wave Desk Accessories
139,FUR-FU-10000073,3,Deflect-O Glasstique Clear Desk Accessories
140,FUR-FU-10000076,3,24-Hour Round Wall Clock
141,FUR-FU-10000087,3,"Executive Impressions 14"" Two-Color Numerals Wall Clock"
142,FUR-FU-10000175,3,DAX Wood Document Frame.
143,FUR-FU-10000193,3,Tenex Chairmats For Use with Hard Floors
144,FUR-FU-10000206,3,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs"
145,FUR-FU-10000221,3,"Master Caster Door Stop, Brown"
146,FUR-FU-10000222,3,"Seth Thomas 16"" Steel Case Clock"
147,FUR-FU-10000246,3,Aluminum Document Frame
148,FUR-FU-10000260,3,"6"" Cubicle Wall Clock, Black"
149,FUR-FU-10000277,3,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting
150,FUR-FU-10000293,3,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets
151,FUR-FU-10000305,3,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12"""
152,FUR-FU-10000308,3,Deflect-o Glass Clear Studded Chair Mats
153,FUR-FU-10000320,3,OIC Stacking Trays
154,FUR-FU-10000397,3,Luxo Economy Swing Arm Lamp
155,FUR-FU-10000409,3,"GE 4 Foot Flourescent Tube, 40 Watt"
156,FUR-FU-10000448,3,Tenex Chairmats For Use With Carpeted Floors
157,FUR-FU-10000521,3,"Seth Thomas 14"" Putty-Colored Wall Clock"
158,FUR-FU-10000550,3,Stacking Trays by OIC
159,FUR-FU-10000576,3,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base
160,FUR-FU-10000629,3,9-3/4 Diameter Round Wall Clock
161,FUR-FU-10000672,3,"Executive Impressions 10"" Spectator Wall Clock"
162,FUR-FU-10000719,3,"DAX Cubicle Frames, 8-1/2 x 11"
163,FUR-FU-10000723,3,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting"
164,FUR-FU-10000732,3,Eldon 200 Class Desk Accessories
165,FUR-FU-10000747,3,Tenex B1-RE Series Chair Mats for Low Pile Carpets
166,FUR-FU-10000755,3,Eldon Expressions Mahogany Wood Desk Collection
167,FUR-FU-10000758,3,DAX Natural Wood-Tone Poster Frame
168,FUR-FU-10000771,3,"Eldon 200 Class Desk Accessories, Smoke"
169,FUR-FU-10000794,3,"Eldon Stackable Tray, Side-Load, Legal, Smoke"
170,FUR-FU-10000820,3,Tensor Brushed Steel Torchiere Floor Lamp
171,FUR-FU-10000965,3,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock"
172,FUR-FU-10001025,3,"Eldon Imàge Series Desk Accessories, Clear"
173,FUR-FU-10001037,3,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7"
174,FUR-FU-10001057,3,Tensor Track Tree Floor Lamp
175,FUR-FU-10001085,3,3M Polarizing Light Filter Sleeves
176,FUR-FU-10001095,3,DAX Black Cherry Wood-Tone Poster Frame
177,FUR-FU-10001185,3,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2"
178,FUR-FU-10001196,3,DAX Cubicle Frames - 8x10
179,FUR-FU-10001215,3,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock"
180,FUR-FU-10001290,3,Executive Impressions Supervisor Wall Clock
181,FUR-FU-10001379,3,"Executive Impressions 16-1/2"" Circular Wall Clock"
182,FUR-FU-10001424,3,Dax Clear Box Frame
183,FUR-FU-10001468,3,Tenex Antistatic Computer Chair Mats
184,FUR-FU-10001473,3,DAX Wood Document Frame
185,FUR-FU-10001475,3,"Contract Clock, 14"", Brown"
186,FUR-FU-10001487,3,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood"
187,FUR-FU-10001488,3,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped"
188,FUR-FU-10001546,3,Dana Swing-Arm Lamps
189,FUR-FU-10001588,3,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black"
190,FUR-FU-10001591,3,Advantus Panel Wall Certificate Holder - 8.5x11
191,FUR-FU-10001602,3,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear"
192,FUR-FU-10001617,3,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock"
193,FUR-FU-10001706,3,Longer-Life Soft White Bulbs
194,FUR-FU-10001731,3,Acrylic Self-Standing Desk Frames
195,FUR-FU-10001756,3,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany"
196,FUR-FU-10001847,3,Eldon Image Series Black Desk Accessories
197,FUR-FU-10001852,3,"Eldon Regeneration Recycled Desk Accessories, Smoke"
198,FUR-FU-10001861,3,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts"
199,FUR-FU-10001867,3,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry"
200,FUR-FU-10001876,3,"Computer Room Manger, 14"""
201,FUR-FU-10001889,3,Ultra Door Pull Handle
202,FUR-FU-10001918,3,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings
203,FUR-FU-10001934,3,Magnifier Swing Arm Lamp
204,FUR-FU-10001935,3,3M Hangers With Command Adhesive
205,FUR-FU-10001940,3,Staple-based wall hangings
206,FUR-FU-10001967,3,Telescoping Adjustable Floor Lamp
207,FUR-FU-10001979,3,Dana Halogen Swing-Arm Architect Lamp
208,FUR-FU-10001986,3,"Dana Fluorescent Magnifying Lamp, White, 36"""
209,FUR-FU-10002030,3,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement"
210,FUR-FU-10002045,3,"Executive Impressions 14"""
211,FUR-FU-10002088,3,Nu-Dell Float Frame 11 x 14 1/2
212,FUR-FU-10002107,3,Eldon Pizzaz Desk Accessories
213,FUR-FU-10002111,3,"Master Caster Door Stop, Large Brown"
214,FUR-FU-10002116,3,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats"
215,FUR-FU-10002157,3,Artistic Insta-Plaque
216,FUR-FU-10002191,3,G.E. Halogen Desk Lamp Bulbs
217,FUR-FU-10002240,3,Nu-Dell EZ-Mount Plastic Wall Frames
218,FUR-FU-10002253,3,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock"
219,FUR-FU-10002268,3,Ultra Door Push Plate
220,FUR-FU-10002298,3,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle"
221,FUR-FU-10002364,3,"Eldon Expressions Wood Desk Accessories, Oak"
222,FUR-FU-10002379,3,Eldon Econocleat Chair Mats for Low Pile Carpets
223,FUR-FU-10002396,3,"DAX Copper Panel Document Frame, 5 x 7 Size"
224,FUR-FU-10002445,3,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7"
225,FUR-FU-10002456,3,"Master Caster Door Stop, Large Neon Orange"
226,FUR-FU-10002501,3,Nu-Dell Executive Frame
227,FUR-FU-10002505,3,Eldon 100 Class Desk Accessories
228,FUR-FU-10002506,3,"Tensor ""Hersey Kiss"" Styled Floor Lamp"
229,FUR-FU-10002508,3,Document Clip Frames
230,FUR-FU-10002553,3,"Electrix Incandescent Magnifying Lamp, Black"
231,FUR-FU-10002554,3,"Westinghouse Floor Lamp with Metal Mesh Shade, Black"
232,FUR-FU-10002597,3,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene"
233,FUR-FU-10002671,3,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp
234,FUR-FU-10002685,3,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock"
235,FUR-FU-10002703,3,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48"""
236,FUR-FU-10002759,3,12-1/2 Diameter Round Wall Clock
237,FUR-FU-10002813,3,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size"
238,FUR-FU-10002874,3,Ultra Commercial Grade Dual Valve Door Closer
239,FUR-FU-10002878,3,"Seth Thomas 14"" Day/Date Wall Clock"
240,FUR-FU-10002885,3,Magna Visual Magnetic Picture Hangers
241,FUR-FU-10002918,3,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection
242,FUR-FU-10002937,3,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box"
243,FUR-FU-10002960,3,"Eldon 200 Class Desk Accessories, Burgundy"
244,FUR-FU-10002963,3,"Master Caster Door Stop, Gray"
245,FUR-FU-10003026,3,"Eldon Regeneration Recycled Desk Accessories, Black"
246,FUR-FU-10003039,3,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock"
247,FUR-FU-10003095,3,"Linden 12"" Wall Clock With Oak Frame"
248,FUR-FU-10003096,3,"Master Giant Foot Doorstop, Safety Yellow"
249,FUR-FU-10003142,3,"Master Big Foot Doorstop, Beige"
250,FUR-FU-10003192,3,Luxo Adjustable Task Clamp Lamp
251,FUR-FU-10003194,3,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak"
252,FUR-FU-10003247,3,36X48 HARDFLOOR CHAIRMAT
253,FUR-FU-10003268,3,Eldon Radial Chair Mat for Low to Medium Pile Carpets
254,FUR-FU-10003274,3,Regeneration Desk Collection
255,FUR-FU-10003347,3,Coloredge Poster Frame
256,FUR-FU-10003374,3,Electrix Fluorescent Magnifier Lamps & Weighted Base
257,FUR-FU-10003394,3,"Tenex ""The Solids"" Textured Chair Mats"
258,FUR-FU-10003424,3,Nu-Dell Oak Frame
259,FUR-FU-10003464,3,"Seth Thomas 8 1/2"" Cubicle Clock"
260,FUR-FU-10003489,3,Contemporary Borderless Frame
261,FUR-FU-10003535,3,Howard Miller Distant Time Traveler Alarm Clock
262,FUR-FU-10003553,3,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock"
263,FUR-FU-10003577,3,Nu-Dell Leatherette Frames
264,FUR-FU-10003601,3,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting"
265,FUR-FU-10003623,3,"DataProducts Ampli Magnifier Task Lamp, Black,"
266,FUR-FU-10003664,3,"Electrix Architect's Clamp-On Swing Arm Lamp, Black"
267,FUR-FU-10003691,3,"Eldon Image Series Desk Accessories, Ebony"
268,FUR-FU-10003708,3,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48"""
269,FUR-FU-10003724,3,Westinghouse Clip-On Gooseneck Lamps
270,FUR-FU-10003731,3,"Eldon Expressions Wood and Plastic Desk Accessories, Oak"
271,FUR-FU-10003773,3,Eldon Cleatmat Plus Chair Mats for High Pile Carpets
272,FUR-FU-10003798,3,"Ultra Door Kickplate, 8""H x 34""W"
273,FUR-FU-10003799,3,"Seth Thomas 13 1/2"" Wall Clock"
274,FUR-FU-10003806,3,"Tenex Chairmat w/ Average Lip, 45"" x 53"""
275,FUR-FU-10003829,3,Stackable Trays
276,FUR-FU-10003832,3,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry"
277,FUR-FU-10003849,3,"DAX Metal Frame, Desktop, Stepped-Edge"
278,FUR-FU-10003878,3,"Linden 10"" Round Wall Clock, Black"
279,FUR-FU-10003919,3,Eldon Executive Woodline II Cherry Finish Desk Accessories
280,FUR-FU-10003930,3,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock
281,FUR-FU-10003975,3,Eldon Advantage Chair Mats for Low to Medium Pile Carpets
282,FUR-FU-10003976,3,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7"
283,FUR-FU-10003981,3,Eldon Wave Desk Accessories
284,FUR-FU-10004006,3,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting"
285,FUR-FU-10004017,3,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49"""
286,FUR-FU-10004018,3,Tensor Computer Mounted Lamp
287,FUR-FU-10004020,3,Advantus Panel Wall Acrylic Frame
288,FUR-FU-10004053,3,DAX Two-Tone Silver Metal Document Frame
289,FUR-FU-10004071,3,Luxo Professional Magnifying Clamp-On Fluorescent Lamps
290,FUR-FU-10004090,3,"Executive Impressions 14"" Contract Wall Clock"
291,FUR-FU-10004091,3,"Howard Miller 13"" Diameter Goldtone Round Wall Clock"
292,FUR-FU-10004093,3,Hand-Finished Solid Wood Document Frame
293,FUR-FU-10004164,3,"Eldon 300 Class Desk Accessories, Black"
294,FUR-FU-10004188,3,Luxo Professional Combination Clamp-On Lamps
295,FUR-FU-10004245,3,"Career Cubicle Clock, 8 1/4"", Black"
296,FUR-FU-10004270,3,"Eldon Image Series Desk Accessories, Burgundy"
297,FUR-FU-10004306,3,Electrix Halogen Magnifier Lamp
298,FUR-FU-10004351,3,Staple-based wall hangings
299,FUR-FU-10004415,3,"Stacking Tray, Side-Loading, Legal, Smoke"
300,FUR-FU-10004460,3,"Howard Miller 12"" Round Wall Clock"
301,FUR-FU-10004586,3,G.E. Longer-Life Indoor Recessed Floodlight Bulbs
302,FUR-FU-10004587,3,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack"
303,FUR-FU-10004597,3,Eldon Cleatmat Chair Mats for Medium Pile Carpets
304,FUR-FU-10004622,3,Eldon Advantage Foldable Chair Mats for Low Pile Carpets
305,FUR-FU-10004665,3,"3M Polarizing Task Lamp with Clamp Arm, Light Gray"
306,FUR-FU-10004666,3,DAX Clear Channel Poster Frame
307,FUR-FU-10004671,3,"Executive Impressions 12"" Wall Clock"
308,FUR-FU-10004712,3,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black"
309,FUR-FU-10004748,3,"Howard Miller 16"" Diameter Gallery Wall Clock"
310,FUR-FU-10004845,3,"Deflect-o EconoMat Nonstudded, No Bevel Mat"
311,FUR-FU-10004848,3,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock"
312,FUR-FU-10004864,3,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock"
313,FUR-FU-10004904,3,"Eldon ""L"" Workstation Diamond Chairmat"
314,FUR-FU-10004909,3,Contemporary Wood/Metal Frame
315,FUR-FU-10004952,3,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx"
316,FUR-FU-10004960,3,"Seth Thomas 12"" Clock w/ Goldtone Case"
317,FUR-FU-10004963,3,"Eldon 400 Class Desk Accessories, Black Carbon"
318,FUR-FU-10004973,3,Flat Face Poster Frame
319,FUR-TA-10000198,4,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases
320,FUR-TA-10000577,4,Bretford CR4500 Series Slim Rectangular Table
321,FUR-TA-10000617,4,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal"
322,FUR-TA-10000688,4,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base"
323,FUR-TA-10000849,4,Bevis Rectangular Conference Tables
324,FUR-TA-10001039,4,KI Adjustable-Height Table
325,FUR-TA-10001086,4,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine"
326,FUR-TA-10001095,4,Chromcraft Round Conference Tables
327,FUR-TA-10001307,4,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black"
328,FUR-TA-10001520,4,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table"
329,FUR-TA-10001539,4,Chromcraft Rectangular Conference Tables
330,FUR-TA-10001676,4,Hon 61000 Series Interactive Training Tables
331,FUR-TA-10001691,4,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops"
332,FUR-TA-10001705,4,Bush Advantage Collection Round Conference Table
333,FUR-TA-10001768,4,Hon Racetrack Conference Tables
334,FUR-TA-10001771,4,"Bush Cubix Conference Tables, Fully Assembled"
335,FUR-TA-10001857,4,Balt Solid Wood Rectangular Table
336,FUR-TA-10001866,4,Bevis Round Conference Room Tables and Bases
337,FUR-TA-10001889,4,Bush Advantage Collection Racetrack Conference Table
338,FUR-TA-10001932,4,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table"
339,FUR-TA-10001950,4,Balt Solid Wood Round Tables
340,FUR-TA-10002041,4,"Bevis Round Conference Table Top, X-Base"
341,FUR-TA-10002228,4,"Bevis Traditional Conference Table Top, Plinth Base"
342,FUR-TA-10002356,4,Bevis Boat-Shaped Conference Table
343,FUR-TA-10002530,4,"Iceberg OfficeWorks 42"" Round Tables"
344,FUR-TA-10002533,4,BPI Conference Tables
345,FUR-TA-10002607,4,KI Conference Tables
346,FUR-TA-10002622,4,"Bush Andora Conference Table, Maple/Graphite Gray Finish"
347,FUR-TA-10002645,4,Hon Rectangular Conference Tables
348,FUR-TA-10002774,4,Laminate Occasional Tables
349,FUR-TA-10002855,4,Bevis Round Conference Table Top & Single Column Base
350,FUR-TA-10002903,4,"Bevis Round Bullnose 29"" High Table Top"
351,FUR-TA-10002958,4,"Bevis Oval Conference Table, Walnut"
352,FUR-TA-10003008,4,"Lesro Round Back Collection Coffee Table, End Table"
353,FUR-TA-10003238,4,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables"
